Filing Date,Department or Agency,Regulation Title,Hearing/Report Date,Became Law,Available Documents
9/13/2019,Office of Human Resources ,Amendments of Civil Service Regulations: 5.158 Classes Eligible for In-Position Promotion; Regulation 6-Pay Plan: 6.116-A Exceptions (referring to 6.115 Special Compensatory or Overtime Pay Rate Categories) ,Y,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regulation 5.158 and 6.116-A 10-15-19.pdf
9/13/2019,Office of Human Resources ,Amendments of Civil Service Regulations: 6-Pay Plan: 6.31-Credential Based Pay; Regulation 9-Examinations: 9.028-Police Promotional Examinations  ,Y,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regulation 6.31 and 9.028 10-15-19.pdf
8/30/2019,"Department of Commerce, Division of Aviation","Amendment to Rules & Regulations For Philadelphia International Airport Related to Off-Airport Parking Operators, News Media Procedures, Violations and Fines (Revised as of August 8,2019)",N,Y,"https://regulations.phila-records.com/pdfs/Commerce 1-1.pdf, https://regulations.phila-records.com/pdfs/Commerce 2-1.pdf, https://regulations.phila-records.com/pdfs/Commerce 3-1.pdf, https://regulations.phila-records.com/pdfs/Commerce 4-1.pdf, https://regulations.phila-records.com/pdfs/Commerce 5-1.pdf"
8/9/2019,Philadelphia Commission on Human Relations	,Regulation No. 8: Cash Payments in Retail Establishments,Yes. Hearing Held on 9.13.2019 by the Philadelphia Commission on Human Relations,Y,"https://regulations.phila-records.com/pdfs/Cashless Retail Prohibition Ordinance and Regulation Report 9.20.2019.pdf, https://regulations.phila-records.com/pdfs/PCHR Regulation No. 8 Cash Payments in Retail Establishments eff. 10.1.2019.pdf"
7/31/2019,Department of Revenue,Advertisement of Proposed Regulations-Business Income and Receipts Tax-Section 202-Due Dates for Filing Returns and for Payments of Actual and Estimated Taxes-City Council Bill No. 180077-A.-Technical Corrections,N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Business Income and Receipts Tax-Section 202 Regulation 9-3- 2019.pdf
7/18/2019,Parks and Recreation,Regulations Governing Monument Parcel,N,Y,https://regulations.phila-records.com/pdfs/Parks and Recreation Regulations Governing Monument Parcel.pdf
7/11/2019,Department of Streets,"Amendments to Streets Department Regulations Governing Utilities, Milling, and Paving",N,Y,https://regulations.phila-records.com/pdfs/Street Reg.pdf
6/21/2019,Board of Ethics,Amendment to Board of Ethics Regulation 8: Political Activity	,Yes. Hearing Scheduled by the Board of Ethics	,N,"https://regulations.phila-records.com/pdfs/Ethics Regs.pdf, https://regulations.phila-records.com/pdfs/Regulation No. 8.pdf"
6/19/2019,Department of Revenue,Refiling and New Advertisement of Proposed Regulations-Excise Tax on Outdoor Advertising Transactions,Yes. Hearing Held on 10/29/2019 by the Department of Revenue,Y,"https://regulations.phila-records.com/pdfs/10day Effective RevenueReg UPDATED REG1-13-20.pdf, https://regulations.phila-records.com/pdfs/Dept of Revenue Excise Tax on Outdoor Advertising Transactions 7-22-19.pdf, https://regulations.phila-records.com/pdfs/Effective 10day RevenueReg Hearing Commissioner Report1-13-20.pdf"
6/18/2019,Department of Public Health,"Amendment to Regulations Governing the Immunization and Treatment of Newborns, Children and Adolescents ",N,Y,"https://regulations.phila-records.com/pdfs/Department of Public Health-Immunization and Treatment of Newborns, Children and Adolescents 7-19-19.pdf"
6/18/2019,Department of Public Health,Regulation Relating to Nuisance Health Establishments,N,Y,https://regulations.phila-records.com/pdfs/Department of Public Health-Regulation Relating to Nuisance Health Establishments 7-19-19.pdf
6/13/2019,Department of Streets, Philadelphia Department of Streets Regulations Governing a Pilot Program for Dockless Bicycle Sharing,Yes. Hearing Scheduled by the Department of Streets,Y,"https://regulations.phila-records.com/pdfs/Department of Streets Dockless Bicycles Sharing Hearing Report.pdf, https://regulations.phila-records.com/pdfs/Department of Streets Dockless Bicycles Sharing.pdf"
6/12/2019,Department of Streets,Department of Streets Parking Regulations:  Center City:  Southwest Quadrant of Center City,N,Y,https://regulations.phila-records.com/pdfs/Southwest.pdf
6/12/2019,Department of Streets,Department of Streets Parking Regulations:  Center City:  Northeast Quadrant of Center City,N,Y,https://regulations.phila-records.com/pdfs/Northeast.pdf
6/12/2019,Department of Streets,Department of Streets Parking Regulations:  Center City:  Northwest Quadrant of Center City,N,Y,https://regulations.phila-records.com/pdfs/Northwest.pdf
6/12/2019,Department of Streets,Department of Streets Parking Regulations:  Center City:  Southeast Quadrant of Center City,N,Y,https://regulations.phila-records.com/pdfs/Southeast.pdf
6/12/2019,Managing Director's Office,"Withdrawal of regulation- ""Amendments to Regulations of the Managing Director's Office regarding the Establishment of a Rotational Towing System and related Towing Requirements pursuant to Section 9-605(4) of the Philadelphia Code""",N,N,https://regulations.phila-records.com/pdfs/Withdrawal of regulation.pdf
5/29/2019,Department of Revenue,Advertisement of Proposed Regulations-Real Estate Tax Regulations-Section 401.  Discounts and Additions to Tax. (Bill No. 171009) ,N,Y,https://regulations.phila-records.com/pdfs/Dept of Revenue Real Estate Tax Regulations-Section 401  7-01-19.pdf
5/28/2019,Licenses and Inspections,Special Inspection Regulations Under Code Sections A-902.6.4 and 9-1306,N,Y,https://regulations.phila-records.com/pdfs/L and I Regulations Under Code Sections A-902.6.4 and 9-1306 6-28-19.pdf
5/28/2019,Licenses and Inspections,"Structural Tests and Special Inspection Regulation Under Chapter 17 of Title 4, Subcode B",N,Y,https://regulations.phila-records.com/pdfs/L and I Regulation Under Chapter 17 of Title 4 Subcode B 6.28.19.pdf
5/17/2019,Managing Director's Office,Amendments to Regulations of the Managing Director's Office regarding the Establishment of a Rotational Towing System and related Towing Requirements pursuant to Section 9-605(4) of the Philadelphia Code  ,Yes. Hearing Scheduled by Managing Director's Office,N,https://regulations.phila-records.com/pdfs/Managing Directors Office-Towing Regulation 6-17-19.pdf
5/10/2019,Office of Human Resources ,Amendments of Civil Service Regulations: 6.086 Appointment Rate for Employees hired from Open Competitive Eligible Lists for the following Departments and Classes; 6.14-55 Pathologists who are Board-Certified in Neuropathology; 30.11 Residency requirement for uniformed employee members of the International Association of Firefighters in the Fire Department. ,N,Y,https://regulations.phila-records.com/pdfs/Amendments Of Civil Service Regulation 6 and Regulation 30.pdf
5/10/2019,Office of Human Resources ,Amendments of Civil Service Regulations: 5.158 Classes Eligible for In-Position Promotion ,N,Y,https://regulations.phila-records.com/pdfs/5.158 Classes Eligible For In-Position Promotion.pdf
5/6/2019,"Water, Sewer and Storm Water Rate Board","2019 Rate Determination-- Formal Notice of Proposed Changes in Rates and Charges-Annual Adjustment of TAP-R, Final Proposal TAP-R Reconciliation Statement"," Yes. Hearing Scheduled by Water, Sewer and Storm Water Rate Board",Y,"https://regulations.phila-records.com/pdfs/2019 --Rate Determination.pdf, https://regulations.phila-records.com/pdfs/Water Rate and Charges--.pdf, https://regulations.phila-records.com/pdfs/Water rate--.pdf"
5/3/2019,Department of Revenue,Advertisement of Proposed Regulations-Real Estate Tax Regulations-Section 407.  Exemption for Longtime Owner-Occupants of Residential Properties. (Bill No. 181103) / Section 501.  Senior Citizen Low Income Special Tax Provisions. (Bill No. 190004) ,N,Y,https://regulations.phila-records.com/pdfs/Revenue Real Estate Tax Regulation-Section 407 Effective 6-3-19.pdf
4/15/2019,Office of Human Resources,Amendments of Civil Service Regulations: Regulation 5-Classification Plan 5.158 Classes Eligible for In-Position Promotion ,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regulation 5.158.pdf
3/8/2019,Office of Human Resources ,Amendments of Civil Service Regulations: Regulation 6-Pay Plan: 6.14-54 Heavy Equipment Operators certified to operate multiple pieces of equipment; 6.1542 Special Pay Rate for Physicians providing telephone coverage,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Reg 6 Pay Plan.pdf
3/8/2019,Office of Human Resources ,Amendments of Civil Service Regulations: Regulation 5-Classification Plan 5.158 Classes Eligible for In-Position Promotion,N,Y,https://regulations.phila-records.com/pdfs/Regulation 5 Classification Plan 4-08-19.pdf
3/1/2019,Philadelphia Water Department,Amendments to the Philadelphia Water Department Regulations-Chapter 2: Assistance Programs,N,Y,https://regulations.phila-records.com/pdfs/Phila Water Dept Amendment Regulation-Chapter 2 Assistance Program.pdf
2/22/2019,Department of Revenue,Advertisement of Proposed New Regulations-Excise Tax on Outdoor Advertising Transactions ,N,Y,https://regulations.phila-records.com/pdfs/Dept of Revenue Excise Tax on Outdoor Advertising Transactions.pdf
2/15/2019,Managing Director's Office,Regulations of the Managing Director's Office regarding the City of Philadelphia Municipal Identification Card ,N,Y,https://regulations.phila-records.com/pdfs/MDO City of Phila Municipal Identification Card.pdf
2/8/2019,Office of Human Resources,Amendments of Civil Service Regulations: Regulation 5-Classification Plan 5.158 Classes Eligible for In-Position Promotion ,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regulation 5.158 3-11-19.pdf
2/8/2019,Office of Human Resources ,Amendments of Civil Service Regulations: Regulation 7-General Requirements for Applicants 7.101-Legacy preference in open competitive examinations for the grandchildren of Philadelphia Firefighters or Police Officers who were killed or died in the Line of Duty; Regulation 9- Examinations: 9.066-Additional Credits on Examinations; Regulation 10- Eligible Lists: 10.02-Effective date of Eligible Lists;  10.094 Process for Removal of an Eligible from an Eligible Lists; Regulation 12-Temporary Appointments: 12.01-Provisional Appointments; 12.02-Temporary Employment; 12.05-Temporary Promotions ,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regulation  3-11-19.pdf
1/25/2019,Department of Revenue,Advertisement of Proposed Regulations-Business Income and Receipts Tax- Section 103-What Constitutes Doing Business (Having Nexus) in Philadelphia ,N,Y,https://regulations.phila-records.com/pdfs/Regulation of Business Income and Receipts Tax-103.pdf
1/15/2019,Department of Public Health,Regulation Relating to Drug Overdose Death Review,N,Y,https://regulations.phila-records.com/pdfs/Department of Public Health-Drug Overdose Death Review  2-15-19.pdf
1/10/2019,"Water, Sewer and Storm Water Rate Board","NOTICE IS HEREBY GIVEN, under Philadelphia Home Rule Charter Section 8-407 and Section 13-101(3)(e) of the Philadelphia Code that on January 10, 2019 Amended Regulations of the Water, Sewer and Storm Water Rate Board promulgated by the Water, Sewer and Storm Water Rate Board were filed with the Department of Records, Room 158, City Hall. The Board will hear any challenge to the Proposed Regulations at a hearing it has scheduled for Wednesday, February 13, 2019 at 3 p.m. in the Gas Commission Hearing Room at One Parkway, 18th Floor, Room 18-031, 1515 Arch Street, Philadelphia PA 19102","Yes. Hearing Scheduled by the Water, Sewer and Storm Water Rate Board",Y,"https://regulations.phila-records.com/pdfs/Sewer and Storm Water Rate Board Report after Hearing.pdf, https://regulations.phila-records.com/pdfs/Water Sewer and Storm Water Rate Board.pdf"
12/14/2018,Office of Human Resources ,Amendments of Civil Service Regulations:  Regulation 6-Pay Plan Regulation 6.14-25-1 Tandem Axle High Density Compactors Laborers (As-Needed); Regulation 31.815 Lump Sum Bonus for Employees Represented by District Council 47,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources 01.14.19.pdf
12/14/2018,Office of Human Resources,Amendments of Civil Service Regulations:  Regulation 6-Pay Plan Regulation 6.086 Appointment Rate for Employees hired from Open Competitive Eligible Lists for the following Department and Classes,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources 1.14.19.pdf
12/13/2018,Department of Revenue,Advertisement of Proposed Regulations-Business Income and Receipts Tax- Section 202-Due Dates for Filing Returns and for Payments of Actual and Estimated Taxes-City Council Bill No. 180077-A. ,N,Y,https://regulations.phila-records.com/pdfs/Revenue Regulation Business Income and Receipts Tax-Section 202.pdf
12/11/2018,Department of Streets,Regulations for the Provision of Waste and Recycling Receptacles by Takeout Food Establishments ,N,Y,https://regulations.phila-records.com/pdfs/Department of Streets 1-11-19.pdf
11/30/2018,Philadelphia Water Department,Amendments to the Philadelphia Water Department Regulations-Chapter 1 Customer Rights and Obligations,N,Y,https://regulations.phila-records.com/pdfs/Customer Rights and Obligations 12-31-18.pdf
10/12/2018,Office of Human Resources ,Amendments of Civil Service Regulations: 6.1155-2 Hours Eligible for Compensation in Designated Assignments and Election Restrictions; 6.31 Credential Based Bonus ,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources 11-13-18.pdf
10/10/2018,Department of Streets,Amended Right of Way Regulations Governing Annual Right of Way Management Fees and Quarterly Degradation Fees,N,Y,https://regulations.phila-records.com/pdfs/Streets Department-Amended Right of Way.pdf
9/26/2018,Board of Ethics,Amendments to Regulation No. 1 of the Board of Ethics (Campaign Finance),Yes. Hearing Scheduled by the Board of Ethics,Y,"https://regulations.phila-records.com/pdfs/Board of Ethics-Campaign Finance 12-10-2018.pdf, https://regulations.phila-records.com/pdfs/Board of Ethics-Campaign Finance.pdf"
9/21/2018,Department of Public Health,Amendments to Regulations Governing the Control of Communicable and Noncommunicable Diseases and Conditions ,N,Y,https://regulations.phila-records.com/pdfs/Dept of Public Health 10-22-18.pdf
9/14/2018,Office of Human Resources,Amendments of Civil Service Regulations 6.1155 Cash Overtime for Employees Exempted From the Overtime Provisions of the Fair Labor Standards Act; 6.1157 Overtime Rate For Designated Classes And Assignments in The Department of Licenses And Inspections; 27.0123 District Council 47 Representation Classes ,N,Y,https://regulations.phila-records.com/pdfs/OHR REG 10-15-18.pdf
8/29/2018,Department of Public Health,Filing of Amendments to Air Management Regulations,Yes. Hearing Scheduled by Dept. of Public Health,Y,"https://regulations.phila-records.com/pdfs/Department Of Public Health-AMS Hearing Report.pdf, https://regulations.phila-records.com/pdfs/Dept of Public Health Filing of Amendments to Air Management Regulations-Part  1.pdf, https://regulations.phila-records.com/pdfs/Dept of Public Health Filing of Amendments to Air Management Regulations-Part  2.pdf, https://regulations.phila-records.com/pdfs/Dept of Public Health Filing of Amendments to Air Management Regulations-Part  3.pdf, https://regulations.phila-records.com/pdfs/Dept of Public Health Filing of Amendments to Air Management Regulations-Part  4.pdf"
8/10/2018,Office of Human Resources,Amendments of Civil Service Regulations 5.158 Classes Eligible for In-Position Promotion; 6.31 Credential Based Bonus; 6.32 Hiring Bonus,N,Y,https://regulations.phila-records.com/pdfs/Amendments of Civil Service Regulations 9-10-18.pdf
8/3/2018,Department of Revenue,Advertisement of Proposed Regulations-Use & Occupancy Tax Regulations- Section 505 Computation of Tax-Bill No. 180139,N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue 9-4-18.pdf
7/31/2018,Department of Revenue,Advertisement of Proposed Regulations-Real Estate Tax Regulations-Section 501.  Senior Citizen Low Income Special Tax Provisions-Cooperative Housing ,N,Y,https://regulations.phila-records.com/pdfs/Real Estate Tax  Regulation Section 501 8-31-18.pdf
7/31/2018,Department of Revenue,Advertisement of Proposed Regulations-Real Estate Tax Regulations-Section 407.  Exemptions for Longtime Owner-Occupants of Residential Properties ,N,Y,https://regulations.phila-records.com/pdfs/Real Estate Tax Regulation Section 407 8-31-18.pdf
7/30/2018,Department of Streets,"Regulations Governing Temporary Street and Sidewalk Closures for Loading and Unloading, Building Maintenance and Related Activities ",N,Y,https://regulations.phila-records.com/pdfs/Temporary Street and Sidewalk Closures  8-30-18.pdf
7/13/2018,Office of Human Resources ,Amendments of Civil Service Regulations:  5.158 Classes Eligible for In-Position Promotion; 9.0661 Additional Credits For Fire Service Paramedics and Emergency Medical Technicians in the Open Competitive Examination For the Class of Firefighter; 9.0665 Additional Credits for Firefighter and Paramedic Promotional Examinations; 9.141 Medical Re-examinations						,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regulation 8-13-18.pdf
6/12/2018,"Department of Commerce, Division of Aviation",PHL-Revised Rates and Charges Regulation Filing,N,Y,https://regulations.phila-records.com/pdfs/PHL-Revised Rates and Charges Regulating Filing 7-13-18.pdf
6/8/2018,Office of Human Resources,Amendments of Civil Service Regulations:  Regulation 6-Pay Plan Regulation 6.224 Longevity for Deputy Sheriffs; Regulation 21-Sick Leave Regulation 21.141-1 - Non-Uniformed Classes Represented by District Council 33 Local 159B,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources 7-9-18.pdf
5/31/2018,Philadelphia Water Department,Amendments to the Philadelphia Water Department Regulations-Chapter 6 Stormwater,N,Y,https://regulations.phila-records.com/pdfs/Water Dept-Chapter 6 Stormwater 7-2-18.pdf
5/16/2018,Department of Revenue,Advertisement of Proposed New Regulations-Business Income and Receipts Tax-Section 511-Healthy Beverages Tax Credit ,N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue-Healthy Beverages Tax Credit 6-18-18.pdf
